id,name,uniqueName,mature,parentId,parentUniqueName,url,path
16010400,Flowers & Plants,Flowers & Plants,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/flowers_plants/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Flowers & Plants"
16010600,Gift Baskets,Gift Baskets,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/giftbaskets/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Gift Baskets"
16010700,Stationery,Greeting Cards,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/greetingcards/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Greeting Cards"
16010900,Party Supplies,Party Supplies,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/partysupplies/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Party Supplies"
16011100,Wine,Wine,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/wine/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Wine"
16011300,"Miscellaneous Gifts, Flowers & Food","Miscellaneous Gifts, Flowers & Food",False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/miscellaneousgiftsflowers_food/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Miscellaneous Gifts, Flowers & Food"
16011700,Collectibles,Collectibles,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/collectibles/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Collectibles"
16030100,Chocolate & Sweets,Chocolate & Sweets,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/chocolate_sweets/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Chocolate & Sweets"
16030101,Chocolate,Chocolate,False,16030100,Chocolate & Sweets,http://www.bizrate-partner.com/chocolate/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Chocolate & Sweets > Chocolate"
16030102,Candy,Candy,False,16030100,Chocolate & Sweets,http://www.bizrate-partner.com/candy/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Chocolate & Sweets > Candy"
16030103,Cakes & Pies,Cakes & Pies,False,16030100,Chocolate & Sweets,http://www.bizrate-partner.com/cakes_pies/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Chocolate & Sweets > Cakes & Pies"
16030104,Cookies & Brownies,Cookies & Brownies,False,16030100,Chocolate & Sweets,http://www.bizrate-partner.com/cookies_brownies/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Chocolate & Sweets > Cookies & Brownies"
16030600,Food & Snacks,Food & Snacks,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/food-snacks/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Food & Snacks"
16030700,Coffee & Tea,Coffee & Tea,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/coffee_tea/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Coffee & Tea"
16060000,"Liquor, Spirits & Beers","Liquor, Spirits & Beers",False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/liquorspirits_beers/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Liquor, Spirits & Beers"
100000043,Gift Cards,Gift Cards,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/gift-cards/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Gift Cards"
20000000,Other Products,Other Products,False,1,Home,http://www.bizrate-partner.com/otherproducts/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Other Products
20000001,Miscellaneous,Miscellaneous,False,20000000,Other Products,http://www.bizrate-partner.com/miscellaneous/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Other Products > Miscellaneous
4,Computers & Software,Computers & Software,False,1,Home,http://www.bizrate-partner.com/computers_software/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Computers & Software
433,Miscellaneous Storage Peripherals,Miscellaneous Storage Peripherals,False,4,Computers & Software,http://www.bizrate-partner.com/miscellaneousstorageperipherals/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Computers & Software > Miscellaneous Storage Peripherals
46002,Computer Cables & Adapters,Computer Cables & Adapters,False,4,Computers & Software,http://www.bizrate-partner.com/computercables_adapters/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Computers & Software > Computer Cables & Adapters
46006,PDA Accessories,PDA Accessories,False,4,Computers & Software,http://www.bizrate-partner.com/pdaaccessories/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Computers & Software > PDA Accessories
46016,Laptop & Tablet Computer Accessories,Laptop & Tablet Computer Accessories,False,4,Computers & Software,http://www.bizrate-partner.com/laptop-tablet-computer-accessories/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Computers & Software > Laptop & Tablet Computer Accessories
9177,Laptop Power Adapters,Laptop Power Adapters,False,46016,Laptop & Tablet Computer Accessories,http://www.bizrate-partner.com/laptop-power-adapters/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Computers & Software > Laptop & Tablet Computer Accessories > Laptop Power Adapters
9258,Other Laptop Accessories,Other Laptop Accessories,False,46016,Laptop & Tablet Computer Accessories,http://www.bizrate-partner.com/other-laptop-accessories/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Computers & Software > Laptop & Tablet Computer Accessories > Other Laptop Accessories
